Block_ID,N_Number,Cmd_F,Cmd_S,Is_G01,Is_G02,Is_G03,Is_Traori,Is_Cycle800,Is_MCALL_Sub,C832_Tol,C832_Mode,Tgt_X,Tgt_Y,Tgt_Z,Tgt_B,Tgt_C,Delta_3D,Delta_Rot,Tool_Vector_Delta,Kinematic_Blend_Ratio,Sharpness_Angle,Is_Motion_Block,Is_Reversal_X,Is_Reversal_Y,Is_Reversal_Z,Theo_Duration,Duration_Sec,Target_Feedrate
33,33,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.536,20000.0
34,34,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.536,20000.0
35,35,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.84,20000.0
36,36,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6880000000000001,20000.0
37,37,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.604,20000.0
38,38,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.584,20000.0
39,39,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.5680000000000001,20000.0
40,40,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.548,20000.0
41,41,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.544,20000.0
42,42,20000.0,0.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.54,20000.0
43,43,20000.0,1820.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.536,20000.0
44,44,20000.0,1820.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.548,20000.0
45,45,20000.0,1820.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.41600000000000004,20000.0
46,46,20000.0,1820.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,119.3654,0.0,0.0,119.3654,0.0,119365400.0,0.0,1,0,0,0,1.4323848,0.264,27128.499999999996
47,47,20000.0,1820.0,0,0,0,0,0,0,0.1,0,-650.0,-500.0,-1.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.264,20000.0
48,48,20000.0,1820.0,0,0,0,0,1,0,0.1,0,-650.0,-500.0,-1.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
49,49,20000.0,1820.0,0,0,0,0,1,0,0.1,0,0.0,0.0,-1.0,119.3654,0.0,820.0609733428363,0.0,0.0,0.0,3.141592653589793,1,1,1,0,2.460182920028509,0.0007013360433997163,70157036.5071445
50,50,20000.0,1820.0,0,0,0,0,1,0,0.1,0,0.0,0.0,0.0,119.3654,0.0,1.0,0.0,0.0,0.0,1.5707963267948966,1,0,0,0,0.003,8.552242652651078e-07,70157036.5071445
51,51,20000.0,1820.0,0,0,0,0,1,0,0.1,0,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
52,52,20000.0,1820.0,0,0,0,1,1,0,0.1,0,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
53,53,20000.0,1820.0,0,0,0,1,1,0,0.1,0,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
54,54,20000.0,1820.0,0,0,0,1,1,0,0.005,3,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
55,55,20000.0,1820.0,0,0,0,1,1,0,0.005,3,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
56,56,20000.0,1820.0,0,0,0,1,1,0,0.005,3,0.0,0.0,0.0,119.3654,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,70157036.5071445
57,57,20000.0,1820.0,0,0,0,1,1,0,0.005,3,424.9,5.521,-22.959,3.0,3.0,425.55564515348635,116.40406486527866,1.4142135623730951,0.2735342978466672,1.6247731746181395,1,0,0,1,1.2766669354604592,0.0003639455139558093,70157036.5071445
58,58,20000.0,1820.0,0,0,0,1,1,0,0.005,3,384.9,5.521,-22.959,3.0,3.0,40.0,0.0,0.0,0.0,3.08607552161274,1,1,0,0,0.12,3.420897061060431e-05,70157036.5071445
59,59,910.0,1820.0,1,0,0,1,1,0,0.005,3,379.9,5.521,-22.959,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1,0,0,0,0.3296703296703297,4.2761213263255386e-06,70157036.5071445
60,60,700.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,5.521,-22.959,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1,0,0,0,0.42857142857142855,4.2761213263255386e-06,70157036.5071445
61,61,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,5.521,-15.947,3.0,3.0,7.0120000000000005,0.0,0.0,0.0,1.5707963267948966,1,0,0,0,0.4623296703296704,5.996832548038936e-06,70157036.5071445
62,62,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,5.521,-0.622,3.0,3.0,15.325,0.0,0.0,0.0,0.0,1,0,0,0,1.0104395604395604,1.3106311865187777e-05,70157036.5071445
63,63,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-72.179,-0.622,3.0,3.0,77.7,0.0,0.0,0.0,1.5707963267948966,1,0,0,0,5.1230769230769235,6.645092541109887e-05,70157036.5071445
64,64,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-72.961,-0.642,3.0,3.0,0.7822557126668968,0.0,0.0,0.0,0.025569873427728127,1,0,0,0,0.051577299736278906,6.6900406711498e-07,70157036.5071445
65,65,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-73.354,-0.667,3.0,3.0,0.39379436258026923,0.0,0.0,0.0,0.03795775917732333,1,0,0,0,0.025964463466830935,3.3678249440325224e-07,70157036.5071445
66,66,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-73.658,-0.67,3.0,3.0,0.30401480227120725,0.0,0.0,0.0,0.05365953188150915,1,0,0,0,0.020044932017881795,2.6000083590211027e-07,70157036.5071445
67,67,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-73.886,-0.646,3.0,3.0,0.22925967809450806,0.0,0.0,0.0,0.11474503945377548,1,0,0,1,0.015116022731506027,1.960684397532908e-07,70157036.5071445
68,68,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.067,-0.598,3.0,3.0,0.18725650856512052,0.0,0.0,0.0,0.15434946489342646,1,0,0,0,0.012346582982315639,1.6014630995371457e-07,70157036.5071445
69,69,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.233,-0.512,3.0,3.0,0.18695453992883845,0.0,0.0,0.0,0.21877428665093565,1,0,0,0,0.012326672962340997,1.598880590486171e-07,70157036.5071445
70,70,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.377,-0.393,3.0,3.0,0.18680738743421652,0.0,0.0,0.0,0.21262520334736923,1,0,0,0,0.012316970600058232,1.5976221066452217e-07,70157036.5071445
71,71,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.492,-0.246,3.0,3.0,0.18663868837945174,0.0,0.0,0.0,0.21630772292165507,1,0,0,0,0.012305847585458357,1.5961793513936002e-07,70157036.5071445
72,72,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.574,-0.079,3.0,3.0,0.186045693312151,0.0,0.0,0.0,0.20742651470082282,1,0,0,0,0.012266749009592374,1.5911079136862195e-07,70157036.5071445
73,73,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.619,0.103,3.0,3.0,0.18748066566982355,0.0,0.0,0.0,0.2140448487718218,1,0,0,0,0.012361362571636718,1.6033801454888816e-07,70157036.5071445
74,74,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.626,0.24,3.0,3.0,0.13717871555019048,0.0,0.0,0.0,0.1913408510175803,1,0,0,0,0.009044750475836735,1.1731856621642288e-07,70157036.5071445
75,75,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.621,34.209,3.0,3.0,33.969000367982574,0.0,0.0,0.0,0.05119768878892304,1,0,1,0,2.239714309976873,2.9051113381498072e-05,70157036.5071445
76,76,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.63,34.723,3.0,3.0,0.5140787877358836,0.0,0.0,0.0,0.017655131544354514,1,0,1,0,0.03389530468588243,4.3965265352979834e-07,70157036.5071445
77,77,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.616,34.909,3.0,3.0,0.18652613757862427,0.0,0.0,0.0,0.09263509442722849,1,0,1,0,0.012298426653535666,1.5952167896341735e-07,70157036.5071445
78,78,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.563,35.089,3.0,3.0,0.18764061394058487,0.0,0.0,0.0,0.21122503767719703,1,0,0,0,0.012371908611467135,1.6047480619123044e-07,70157036.5071445
79,79,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.474,35.252,3.0,3.0,0.18571483516402507,0.0,0.0,0.0,0.21342426592562966,1,0,0,0,0.012244934186639014,1.5882783345198395e-07,70157036.5071445
80,80,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.351,35.393,3.0,3.0,0.18710959355415385,0.0,0.0,0.0,0.21754524562590882,1,0,0,0,0.012336896278295859,1.6002066467140419e-07,70157036.5071445
81,81,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.202,35.505,3.0,3.0,0.1864001072961083,0.0,0.0,0.0,0.2089005519004901,1,0,0,0,0.01229011696457857,1.594138948076515e-07,70157036.5071445
82,82,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-74.032,35.583,3.0,3.0,0.18704010265181084,0.0,0.0,0.0,0.21440676840419076,1,0,0,0,0.012332314460558956,1.5996123436550527e-07,70157036.5071445
83,83,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-73.849,35.622,3.0,3.0,0.1871095935541453,0.0,0.0,0.0,0.22019378848856408,1,0,0,0,0.012336896278295295,1.6002066467139685e-07,70157036.5071445
84,84,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-42.509,35.641,3.0,3.0,31.340005759412364,0.0,0.0,0.0,0.20936725894794095,1,0,0,0,2.0663740061151006,2.6802733398997686e-05,70157036.5071445
85,85,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-41.726,35.662,3.0,3.0,0.7832815585726515,0.0,0.0,0.0,0.026207241633594017,1,0,0,0,0.051644937927867125,6.698813954260043e-07,70157036.5071445
86,86,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-40.945,35.722,3.0,3.0,0.7833013468646651,0.0,0.0,0.0,0.04986048129946501,1,0,0,0,0.05164624265041748,6.698983188535026e-07,70157036.5071445
87,87,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-40.169,35.822,3.0,3.0,0.7824167687364615,0.0,0.0,0.0,0.05148569179513848,1,0,0,0,0.05158791881778867,6.6914180617374e-07,70157036.5071445
88,88,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-39.399,35.962,3.0,3.0,0.7826237921249226,0.0,0.0,0.0,0.051693831150040295,1,0,0,0,0.05160156871153336,6.693188575990293e-07,70157036.5071445
89,89,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-38.984,36.05,3.0,3.0,0.4242275332884444,0.0,0.0,0.0,0.029099566694978485,1,0,0,0,0.027971046150886445,3.628096804618389e-07,70157036.5071445
90,90,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-38.222,36.233,3.0,3.0,0.7836663830993394,0.0,0.0,0.0,0.026740812385985312,1,0,0,0,0.05167031097358282,6.70210506699097e-07,70157036.5071445
91,91,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-37.471,36.454,3.0,3.0,0.7828422574184462,0.0,0.0,0.0,0.05050173816008214,1,0,0,0,0.05161597301660085,6.69505694419169e-07,70157036.5071445
92,92,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-36.733,36.714,3.0,3.0,0.7824602226311561,0.0,0.0,0.0,0.05252986292866738,1,0,0,0,0.05159078390974656,6.691789689989031e-07,70157036.5071445
93,93,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-36.04,36.997,3.0,3.0,0.7485572790374814,0.0,0.0,0.0,0.048975017640487666,1,0,0,0,0.04935542499148229,6.401843489736782e-07,70157036.5071445
94,94,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-35.721,37.136,3.0,3.0,0.3479683893689231,0.0,0.0,0.0,0.023228951166036,1,0,0,0,0.022942970727621304,2.975910101335202e-07,70157036.5071445
95,95,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-35.012,37.468,3.0,3.0,0.7828824943757492,0.0,0.0,0.0,0.02700953990883269,1,0,0,0,0.05161862600279665,6.69540106041415e-07,70157036.5071445
96,96,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-34.321,37.836,3.0,3.0,0.7828824943757523,0.0,0.0,0.0,0.051417240646569766,1,0,0,0,0.051618626002796854,6.695401060414177e-07,70157036.5071445
97,97,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-33.649,38.238,3.0,3.0,0.7830632158389237,0.0,0.0,0.0,0.0497492112560697,1,0,0,0,0.0516305417036653,6.69694663421976e-07,70157036.5071445
98,98,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-33.023,38.658,3.0,3.0,0.7538408320063317,0.0,0.0,0.0,0.051840495159499164,1,0,0,0,0.049703791121296595,6.447029716794526e-07,70157036.5071445
99,99,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-32.739,38.858,3.0,3.0,0.34735572544583415,0.0,0.0,0.0,0.022610209772228555,1,0,0,0,0.022902575304120935,2.97067045080042e-07,70157036.5071445
100,100,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-32.111,39.326,3.0,3.0,0.7832036772130244,0.0,0.0,0.0,0.02688062149405084,1,0,0,0,0.05163980289316644,6.698147893974395e-07,70157036.5071445
101,101,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-31.508,39.825,3.0,3.0,0.7826940653920916,0.0,0.0,0.0,0.05086622088852753,1,0,0,0,0.05160620211376428,6.693789570023118e-07,70157036.5071445
102,102,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-30.931,40.354,3.0,3.0,0.7827962697918239,0.0,0.0,0.0,0.05072275456783777,1,0,0,0,0.05161294086539499,6.694663646849796e-07,70157036.5071445
103,103,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-30.392,40.902,3.0,3.0,0.7686514164431127,0.0,0.0,0.0,0.05165190055767809,1,0,0,0,0.05068031317207337,6.573693428725455e-07,70157036.5071445
104,104,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-30.154,41.155,3.0,3.0,0.3473514070793436,0.0,0.0,0.0,0.02226091982753892,1,0,0,0,0.022902290576660017,2.97063351908233e-07,70157036.5071445
105,105,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-29.634,41.74,3.0,3.0,0.7827036476214996,0.0,0.0,0.0,0.028215423265641294,1,0,0,0,0.05160683390910986,6.693871519574169e-07,70157036.5071445
106,106,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-29.144,42.351,3.0,3.0,0.7832119764150689,0.0,0.0,0.0,0.05070498826131791,1,0,0,0,0.05164035009330124,6.698218870764102e-07,70157036.5071445
107,107,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-28.686,42.986,3.0,3.0,0.7829361404354739,0.0,0.0,0.0,0.051085077858348524,1,0,0,0,0.051622163105635645,6.695859854534274e-07,70157036.5071445
108,108,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-28.268,43.631,3.0,3.0,0.7686019776191078,0.0,0.0,0.0,0.04984063990440572,1,0,0,0,0.05067705346939172,6.573270615906102e-07,70157036.5071445
109,109,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-28.087,43.928,3.0,3.0,0.34780741797724585,0.0,0.0,0.0,0.027688890989450286,1,0,0,0,0.02293235722926896,2.9745334349334434e-07,70157036.5071445
110,110,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-27.695,44.605,3.0,3.0,0.782299814649089,0.0,0.0,0.0,0.02246874785513317,1,0,0,0,0.0515802075592806,6.690417842002972e-07,70157036.5071445
111,111,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-27.339,45.302,3.0,3.0,0.782652541042323,0.0,0.0,0.0,0.052635168144120975,1,0,0,0,0.051603464244548765,6.693434443707903e-07,70157036.5071445
112,112,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-27.018,46.017,3.0,3.0,0.7837512360436848,0.0,0.0,0.0,0.050237552428587615,1,0,0,0,0.05167590567320998,6.702830749960803e-07,70157036.5071445
113,113,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-26.745,46.718,3.0,3.0,0.7522831913581484,0.0,0.0,0.0,0.050608191434359094,1,0,0,0,0.04960108954009769,6.433708396005629e-07,70157036.5071445
114,114,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-26.627,47.045,3.0,3.0,0.34763918076074124,0.0,0.0,0.0,0.025059681565746606,1,0,0,0,0.02292126466554338,2.9730946294346893e-07,70157036.5071445
115,115,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-26.379,47.788,3.0,3.0,0.7832962402565146,0.0,0.0,0.0,0.02415913369518892,1,0,0,0,0.05164590595097898,6.69893951558299e-07,70157036.5071445
116,116,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-26.17,48.543,3.0,3.0,0.7833938983678669,0.0,0.0,0.0,0.05209569948993464,1,0,0,0,0.05165234494733188,6.699774711448274e-07,70157036.5071445
117,117,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.973,49.444,3.0,3.0,0.9222852053459424,0.0,0.0,0.0,0.054800170935969186,1,0,0,0,0.060810013539292905,7.887606871068626e-07,70157036.5071445
118,118,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.84,50.216,3.0,3.0,0.7833728358833981,0.0,0.0,0.0,0.04465332154967576,1,0,0,0,0.05165095621209218,6.69959457997023e-07,70157036.5071445
119,119,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.747,50.993,3.0,3.0,0.7825458453023706,0.0,0.0,0.0,0.05148065724089729,1,0,0,0,0.051596429360595865,6.692521955849826e-07,70157036.5071445
120,120,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.677,51.956,3.0,3.0,0.9655407811169873,0.0,0.0,0.0,0.046562527810508604,1,0,0,0,0.06366202952419696,8.257539051142737e-07,70157036.5071445
121,121,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.664,52.642,3.0,3.0,0.6861231667856725,0.0,0.0,0.0,0.05361372219948409,1,0,0,0,0.04523889011773665,5.867891811956458e-07,70157036.5071445
122,122,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.666,60.977,3.0,3.0,8.335000239952,0.0,0.0,0.0,0.019188121323600184,1,0,1,0,0.5495604553814506,7.128294456197447e-06,70157036.5071445
123,123,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.649,65.909,3.0,3.0,4.932029298372029,0.0,0.0,0.0,0.0036868158888131376,1,0,1,0,0.32518874494760636,4.217991132966204e-06,70157036.5071445
124,124,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.628,66.095,3.0,3.0,0.18718172987767093,0.0,0.0,0.0,0.10898026694637525,1,0,0,0,0.012341652519406875,1.60082357405683e-07,70157036.5071445
125,125,910.0,1820.0,1,0,0,1,1,0,0.005,3,374.9,-25.569,66.272,3.0,3.0,0.18657438194994108,0.0,0.0,0.0,0.20932342356643827,1,0,0,0,0.012301607601095017,1.5956293872042995e-07,70157036.5071445
