Signal,key,event,eventChannel,name,description,domain,interval,dataType,unitsType,displayRes
f1,s1,1,1,/Channel/!SPARP/actLineNumber [u1  1],Line number of current NC instruction (start:1),NCU_1,0.004,integer,none,0
f2,s2,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  1],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f3,s3,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  2],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f4,s4,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  3],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f5,s5,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  4],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f6,s6,1,1,/Channel/!SGA/actToolEdgeCenterPos [u1  5],Center point of a cutting edge,NCU_1,0.004,double,posn,5
f7,s7,1,1,/Channel/!S/acVactB [u1  1],Path veloc. in basic coordinate system,NCU_1,0.004,double,velo,5
,,,,,,,,,,
time,f1\s1,f2\s2,f3\s3,f4\s4,f5\s5,f6\s6,f7\s7,,,
1.092,49,-290.42037,-167.82466,-381.838,0,0,92396.76171,,,
1.096,49,-285.08704,-164.7427,-381.838,0,0,92396.76171,,,
1.1,49,-279.75371,-161.66073,-381.838,0,0,92396.76171,,,
1.104,49,-274.42037,-158.57877,-381.838,0,0,92396.76171,,,
1.108,49,-269.08704,-155.49681,-381.838,0,0,92396.76171,,,
1.112,49,-263.75371,-152.41484,-381.838,0,0,92396.76171,,,
1.116,49,-258.42037,-149.33288,-381.838,0,0,92396.76171,,,
1.12,49,-253.08704,-146.25092,-381.838,0,0,92396.76171,,,
1.124,49,-247.75371,-143.16895,-381.838,0,0,92396.76171,,,
1.128,49,-242.42037,-140.08699,-381.838,0,0,92396.76171,,,
1.132,49,-237.08704,-137.00503,-381.838,0,0,92396.76171,,,
1.136,49,-231.75371,-133.92307,-381.838,0,0,92396.76171,,,
1.14,49,-226.42037,-130.8411,-381.838,0,0,92396.76171,,,
1.144,49,-221.08704,-127.75914,-381.838,0,0,92396.76171,,,
1.148,49,-215.75371,-124.67718,-381.838,0,0,92396.76171,,,
1.152,49,-210.42037,-121.59521,-381.838,0,0,92396.76171,,,
1.156,49,-205.08704,-118.51325,-381.838,0,0,92396.76171,,,
1.16,49,-199.75371,-115.43129,-381.838,0,0,92396.76171,,,
1.164,49,-194.42037,-112.34932,-381.838,0,0,92396.76171,,,
1.168,49,-189.08704,-109.26736,-381.838,0,0,92396.76171,,,
1.172,49,-183.75371,-106.1854,-381.838,0,0,92396.76171,,,
1.176,49,-178.42037,-103.10344,-381.838,0,0,92396.76171,,,
1.18,49,-173.08704,-100.02147,-381.838,0,0,92396.76171,,,
1.184,49,-167.75371,-96.93951,-381.838,0,0,92396.76171,,,
1.188,49,-162.42061,-93.85769,-381.838,0,0,92377.01297,,,
1.192,49,-157.09119,-90.77798,-381.838,0,0,92264.33819,,,
